trade_id,position_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,net_pnl,exit_reason,duration_minutes,return_percent
c2d54560,6c9f4daf,DEFAULT,2025-10-01 09:52:24+05:30,2025-10-01 09:56:19+05:30,253.4,256.15,333,915.7499999999906,54.53950922999999,861.2104907699905,Trailing Stop,3,1.0206068232044088
c9f83b87,0fba0e13,DEFAULT,2025-10-01 09:58:12+05:30,2025-10-01 10:00:41+05:30,254.25,253.6,450,-292.50000000000256,72.968328,-365.46832800000254,Trailing Stop,2,-0.31943041887905826
80c22407,287a4a71,DEFAULT,2025-10-01 10:00:52+05:30,2025-10-01 10:02:13+05:30,256.5,255.0,445,-667.5,72.555915,-740.055915,Trailing Stop,1,-0.6483614035087719
f3c63a75,1d6c714c,DEFAULT,2025-10-01 10:02:34+05:30,2025-10-01 10:03:19+05:30,255.65,239.0,443,-7375.950000000003,67.6977538,-7443.647753800003,Stop Loss,0,-6.572586192059458
cd74ae23,cfb83dfa,DEFAULT,2025-10-01 10:03:51+05:30,2025-10-01 10:04:07+05:30,226.7,225.35,467,-630.4499999999973,67.28946493,-697.7394649299973,Trailing Stop,0,-0.6590598985443292
3d6b248d,8c557972,DEFAULT,2025-10-01 10:06:52+05:30,2025-10-01 10:08:04+05:30,220.0,230.0,119,1190.0,17.500377999999998,1172.499622,Take Profit 1,1,4.478608181818182
0779e11a,8c557972,DEFAULT,2025-10-01 10:06:52+05:30,2025-10-01 10:08:30+05:30,220.0,230.25,359,3679.75,52.85264415,3626.89735585,Trailing Stop,1,4.592171886363636
13082d55,8dda5b19,DEFAULT,2025-10-01 10:08:45+05:30,2025-10-01 10:16:57+05:30,231.6,230.0,474,-758.3999999999974,69.707388,-828.1073879999974,Trailing Stop,8,-0.7543445595854898
0504a529,265238cd,DEFAULT,2025-10-01 10:17:09+05:30,2025-10-01 10:21:32+05:30,230.55,230.95,473,189.19999999998925,69.84764038999998,119.35235960998926,Trailing Stop,4,0.10944722186075788
11d3107f,4ea51822,DEFAULT,2025-10-01 10:23:01+05:30,2025-10-01 10:27:28+05:30,227.3,225.25,480,-984.0000000000055,69.131928,-1053.1319280000055,Trailing Stop,4,-0.9652551033875986
b53c8899,f6dbb698,DEFAULT,2025-10-01 10:27:38+05:30,2025-10-01 10:29:10+05:30,227.1,238.05,118,1292.100000000002,17.96068206,1274.139317940002,Take Profit 1,1,4.7546414927344856
cd073ccc,f6dbb698,DEFAULT,2025-10-01 10:27:38+05:30,2025-10-01 10:31:36+05:30,227.1,255.2,118,3315.7999999999993,19.25463584,3296.5453641599993,Take Profit 2,3,12.301552232496697
6f0eab0e,f6dbb698,DEFAULT,2025-10-01 10:27:38+05:30,2025-10-01 10:34:26+05:30,227.1,258.0,239,7385.100000000001,39.426682799999995,7345.673317200001,Trailing Stop,6,13.533700924702776
55d7594e,f5f90b6b,DEFAULT,2025-10-01 10:34:49+05:30,2025-10-01 10:36:56+05:30,257.25,255.2,466,-955.3000000000053,76.03949408,-1031.3394940800054,Trailing Stop,2,-0.8603206530612288
c0044ea2,5d436ed8,DEFAULT,2025-10-01 10:38:32+05:30,2025-10-01 10:43:55+05:30,255.65,240.6,464,-6983.200000000005,71.38159295999999,-7054.581592960005,Stop Loss,5,-5.947130702131824
631b8210,dac7fd77,DEFAULT,2025-10-01 10:45:43+05:30,2025-10-01 10:48:11+05:30,231.95,230.2,481,-841.75,70.79833228,-912.54833228,Trailing Stop,2,-0.8179305367536107
6e5b9b7f,85b88052,DEFAULT,2025-10-01 10:48:56+05:30,2025-10-01 10:59:10+05:30,234.55,244.55,118,1180.0,18.45110186,1161.54889814,Take Profit 1,10,4.19681719462801
09c62749,85b88052,DEFAULT,2025-10-01 10:48:56+05:30,2025-10-01 11:05:22+05:30,234.55,248.7,354,5009.099999999992,56.292648119999996,4952.807351879992,Trailing Stop,16,5.965031430398627
e3a7c050,6083c515,DEFAULT,2025-10-01 11:05:28+05:30,2025-10-01 11:09:43+05:30,250.0,260.0,116,1160.0,19.284304000000002,1140.715696,Take Profit 1,4,3.9335023999999996
17110d97,6083c515,DEFAULT,2025-10-01 11:05:28+05:30,2025-10-01 11:15:09+05:30,250.0,275.15,116,2917.3999999999974,20.40798556,2896.9920144399975,Take Profit 2,9,9.989627635999991
b4fca0c2,6083c515,DEFAULT,2025-10-01 11:05:28+05:30,2025-10-01 11:19:52+05:30,250.0,286.1,235,8483.500000000005,42.9890999,8440.510900100006,Trailing Stop,14,14.36682706400001
e63a4efd,2413ce67,DEFAULT,2025-10-01 11:20:15+05:30,2025-10-01 11:21:03+05:30,290.0,290.4,445,177.99999999998988,82.62838319999999,95.3716167999899,Trailing Stop,0,0.0739028413793025
06aacbd7,8a3cc864,DEFAULT,2025-10-01 11:21:56+05:30,2025-10-01 11:23:28+05:30,284.0,284.4,455,181.99999999998965,82.7396388,99.26036119998966,Trailing Stop,1,0.07681501408449903
02b519a9,54e19f3b,DEFAULT,2025-10-01 11:23:58+05:30,2025-10-01 11:27:07+05:30,283.55,293.6,114,1145.7000000000012,21.400973760000003,1124.2990262400012,Take Profit 1,3,3.4781421830365056
b965e811,54e19f3b,DEFAULT,2025-10-01 11:23:58+05:30,2025-10-01 11:32:56+05:30,283.55,308.95,114,2895.5999999999976,22.51985982,2873.0801401799977,Take Profit 2,8,8.888188104390753
48feb711,54e19f3b,DEFAULT,2025-10-01 11:23:58+05:30,2025-10-01 11:35:28+05:30,283.55,310.2,228,6076.199999999995,45.221948639999994,6030.978051359995,Trailing Stop,11,9.328745589843054
